atlas_dataset_id	gene	cell_type	n_cells	mean_expr	pct_expr
GSE115469	F12	Cholangiocytes	119	0.041707741613147636	0.07563025210084033
GSE115469	F12	Erythroid Cells	93	0.28119011848203596	0.07526881720430108
GSE115469	F12	Hepatic Stellate Cells	37	0.17201808336618785	0.05405405405405406
GSE115469	F12	Hepatocyte 1	1006	1.3033702024823393	0.7703777335984096
GSE115469	F12	Hepatocyte 2	909	0.96165135512651	0.6787678767876788
GSE115469	F12	Hepatocyte 3	629	1.4842279343044056	0.5310015898251192
GSE115469	F12	Hepatocyte 4	603	2.2996567628079188	0.8208955223880597
GSE115469	F12	Hepatocyte 5	202	1.322682387536705	0.8514851485148515
GSE115469	F12	Hepatocyte 6	152	0.5125674883786001	0.13815789473684212
GSE115469	F12	Inflammatory Macrophage	813	0.0635515444466402	0.038130381303813035
GSE115469	F12	Mature B Cells	129	0.07804657183876333	0.046511627906976744
GSE115469	F12	NK-like Cells	488	0.027779207244271138	0.018442622950819672
GSE115469	F12	Non-inflammatory Macrophage	379	0.12531063975004533	0.0712401055408971
GSE115469	F12	Periportal LSECs	327	0.08318707911975522	0.09785932721712538
GSE115469	F12	Plasma Cells	511	0.20544712869505127	0.14285714285714285
GSE115469	F12	Portal endothelial Cells	211	0.045161324195669726	0.06635071090047394
GSE115469	F12	alpha-beta T Cells	961	0.07710082418092455	0.044745057232049947
GSE115469	F12	gamma-delta T Cells 1	464	0.1027063674710948	0.05387931034482758
GSE115469	F12	gamma-delta T Cells 2	105	0.02442572485832941	0.0380952380952381
GSE115469	CFB	Central venous LSECs	306	0.046166917467428965	0.03594771241830065
GSE115469	CFB	Cholangiocytes	119	0.10911570877588096	0.19327731092436976
GSE115469	CFB	Erythroid Cells	93	0.23265087348158642	0.06451612903225806
GSE115469	CFB	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	CFB	Hepatocyte 1	1006	0.5281001007254744	0.415506958250497
GSE115469	CFB	Hepatocyte 2	909	0.2831530610654745	0.2585258525852585
GSE115469	CFB	Hepatocyte 3	629	1.687304710166822	0.5866454689984102
GSE115469	CFB	Hepatocyte 4	603	0.6861973367322539	0.33167495854063017
GSE115469	CFB	Hepatocyte 5	202	1.8026350609736868	0.8712871287128713
GSE115469	CFB	Hepatocyte 6	152	0.35408025940782145	0.1118421052631579
GSE115469	CFB	Inflammatory Macrophage	813	0.08461762127107947	0.04428044280442804
GSE115469	CFB	Mature B Cells	129	0.0426256141459295	0.023255813953488372
GSE115469	CFB	NK-like Cells	488	0.06827739760523936	0.055327868852459015
GSE115469	CFB	Non-inflammatory Macrophage	379	0.14904783756563092	0.0870712401055409
GSE115469	CFB	Periportal LSECs	327	0.06105902289760951	0.07033639143730887
GSE115469	CFB	Plasma Cells	511	0.19507981501446778	0.09980430528375733
GSE115469	CFB	Portal endothelial Cells	211	0.04213955617063983	0.037914691943127965
GSE115469	CFB	alpha-beta T Cells	961	0.060394934325262856	0.04162330905306972
GSE115469	CFB	gamma-delta T Cells 1	464	0.0758577084233021	0.04310344827586207
GSE115469	CFB	gamma-delta T Cells 2	105	0.022848659186136155	0.02857142857142857
GSE115469	LAMA4	Central venous LSECs	306	0.06463932348232643	0.06209150326797386
GSE115469	LAMA4	Cholangiocytes	119	0.0	0.0
GSE115469	LAMA4	Erythroid Cells	93	0.010276795074503908	0.010752688172043012
GSE115469	LAMA4	Hepatic Stellate Cells	37	0.12329634017235525	0.13513513513513514
GSE115469	LAMA4	Hepatocyte 1	1006	0.15229447692573425	0.14214711729622267
GSE115469	LAMA4	Hepatocyte 2	909	0.12923749461688094	0.12871287128712872
GSE115469	LAMA4	Hepatocyte 3	629	0.05217227780383039	0.030206677265500796
GSE115469	LAMA4	Hepatocyte 4	603	0.05522689050307519	0.024875621890547265
GSE115469	LAMA4	Hepatocyte 5	202	0.056627645055846415	0.09405940594059406
GSE115469	LAMA4	Hepatocyte 6	152	0.19322359561920166	0.07236842105263158
GSE115469	LAMA4	Inflammatory Macrophage	813	0.004630062339637259	0.0036900369003690036
GSE115469	LAMA4	Mature B Cells	129	0.016020560449408007	0.007751937984496124
GSE115469	LAMA4	NK-like Cells	488	0.0049154167292548	0.0020491803278688526
GSE115469	LAMA4	Non-inflammatory Macrophage	379	0.008673046383819983	0.0079155672823219
GSE115469	LAMA4	Periportal LSECs	327	0.1378610471337578	0.1712538226299694
GSE115469	LAMA4	Plasma Cells	511	0.0	0.0
GSE115469	LAMA4	Portal endothelial Cells	211	0.014317981669264382	0.03317535545023697
GSE115469	LAMA4	alpha-beta T Cells	961	0.003420177285058441	0.002081165452653486
GSE115469	LAMA4	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	LAMA4	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	ARG1	Central venous LSECs	306	0.05433322065601162	0.049019607843137254
GSE115469	ARG1	Cholangiocytes	119	0.054217100894751666	0.09243697478991597
GSE115469	ARG1	Erythroid Cells	93	0.6453529154100726	0.16129032258064516
GSE115469	ARG1	Hepatic Stellate Cells	37	0.10402893375706028	0.10810810810810811
GSE115469	ARG1	Hepatocyte 1	1006	2.2178657946008338	0.9383697813121272
GSE115469	ARG1	Hepatocyte 2	909	1.5810236598070961	0.8800880088008801
GSE115469	ARG1	Hepatocyte 3	629	1.9728033129475264	0.6820349761526232
GSE115469	ARG1	Hepatocyte 4	603	1.6144796650405744	0.6533996683250415
GSE115469	ARG1	Hepatocyte 5	202	1.7314759264192958	0.8316831683168316
GSE115469	ARG1	Hepatocyte 6	152	3.6576923014302003	0.8486842105263158
GSE115469	ARG1	Inflammatory Macrophage	813	0.14205573792460513	0.08856088560885608
GSE115469	ARG1	Mature B Cells	129	0.09113442944001782	0.046511627906976744
GSE115469	ARG1	NK-like Cells	488	0.09294823605994709	0.06352459016393443
GSE115469	ARG1	Non-inflammatory Macrophage	379	0.08170609423856308	0.055408970976253295
GSE115469	ARG1	Periportal LSECs	327	0.07559022248155844	0.08256880733944955
GSE115469	ARG1	Plasma Cells	511	0.1223807911554428	0.08610567514677103
GSE115469	ARG1	Portal endothelial Cells	211	0.07193276888174469	0.08530805687203792
GSE115469	ARG1	alpha-beta T Cells	961	0.1344605859807081	0.07284079084287201
GSE115469	ARG1	gamma-delta T Cells 1	464	0.12200600499736852	0.0625
GSE115469	ARG1	gamma-delta T Cells 2	105	0.0591837044273104	0.12380952380952381
GSE115469	MRPL18	Central venous LSECs	306	0.07337681155383977	0.08496732026143791
GSE115469	MRPL18	Cholangiocytes	119	0.27413297087705435	0.4369747899159664
GSE115469	MRPL18	Erythroid Cells	93	0.1096299329111653	0.08602150537634409
GSE115469	MRPL18	Hepatic Stellate Cells	37	0.2858312194411819	0.43243243243243246
GSE115469	MRPL18	Hepatocyte 1	1006	0.3190272350612265	0.2992047713717694
GSE115469	MRPL18	Hepatocyte 2	909	0.2708996331731085	0.26732673267326734
GSE115469	MRPL18	Hepatocyte 3	629	0.17405587084153118	0.08426073131955485
GSE115469	MRPL18	Hepatocyte 4	603	0.14608061699131827	0.0812603648424544
GSE115469	MRPL18	Hepatocyte 5	202	0.2625511676663219	0.39603960396039606
GSE115469	MRPL18	Hepatocyte 6	152	0.3887070025268354	0.13157894736842105
GSE115469	MRPL18	Inflammatory Macrophage	813	0.14878975267339897	0.13038130381303814
GSE115469	MRPL18	Mature B Cells	129	0.1398870362791904	0.07751937984496124
GSE115469	MRPL18	NK-like Cells	488	0.17098327457416254	0.125
GSE115469	MRPL18	Non-inflammatory Macrophage	379	0.16399506748823503	0.1345646437994723
GSE115469	MRPL18	Periportal LSECs	327	0.09725926565832319	0.1743119266055046
GSE115469	MRPL18	Plasma Cells	511	0.26312848928506594	0.2602739726027397
GSE115469	MRPL18	Portal endothelial Cells	211	0.16523666531553766	0.24170616113744076
GSE115469	MRPL18	alpha-beta T Cells	961	0.13984124097317985	0.10197710718002082
GSE115469	MRPL18	gamma-delta T Cells 1	464	0.1976904228072742	0.11637931034482758
GSE115469	MRPL18	gamma-delta T Cells 2	105	0.2237667644307727	0.34285714285714286
GSE115469	PLG	Central venous LSECs	306	0.10135927348355063	0.0784313725490196
GSE115469	PLG	Cholangiocytes	119	0.12845057399333024	0.15966386554621848
GSE115469	PLG	Erythroid Cells	93	0.386936677399502	0.0967741935483871
GSE115469	PLG	Hepatic Stellate Cells	37	0.16939183183618495	0.08108108108108109
GSE115469	PLG	Hepatocyte 1	1006	2.784433775583271	0.9781312127236581
GSE115469	PLG	Hepatocyte 2	909	2.488099662580899	0.9691969196919692
GSE115469	PLG	Hepatocyte 3	629	2.835098856109504	0.8473767885532592
GSE115469	PLG	Hepatocyte 4	603	3.5089075751170196	0.9651741293532339
GSE115469	PLG	Hepatocyte 5	202	3.0389734778073754	0.9801980198019802
GSE115469	PLG	Hepatocyte 6	152	1.6740643397757882	0.45394736842105265
GSE115469	PLG	Inflammatory Macrophage	813	0.10927108549690481	0.06642066420664207
GSE115469	PLG	Mature B Cells	129	0.10124577062074529	0.05426356589147287
GSE115469	PLG	NK-like Cells	488	0.10138578456444819	0.06967213114754098
GSE115469	PLG	Non-inflammatory Macrophage	379	0.1550606661390189	0.10554089709762533
GSE115469	PLG	Periportal LSECs	327	0.11099267370474812	0.12844036697247707
GSE115469	PLG	Plasma Cells	511	0.27977523239741353	0.162426614481409
GSE115469	PLG	Portal endothelial Cells	211	0.0853172068559163	0.09004739336492891
GSE115469	PLG	alpha-beta T Cells	961	0.09638794645682582	0.05619146722164412
GSE115469	PLG	gamma-delta T Cells 1	464	0.13108150982137384	0.05818965517241379
GSE115469	PLG	gamma-delta T Cells 2	105	0.07049598778997149	0.10476190476190476
GSE115469	HNRNPA2B1	Central venous LSECs	306	0.9765085499076283	0.6764705882352942
GSE115469	HNRNPA2B1	Cholangiocytes	119	0.698996197087925	0.6722689075630253
GSE115469	HNRNPA2B1	Erythroid Cells	93	1.5463707796348038	0.44086021505376344
GSE115469	HNRNPA2B1	Hepatic Stellate Cells	37	0.8575809565750329	0.7297297297297297
GSE115469	HNRNPA2B1	Hepatocyte 1	1006	1.0754744483983778	0.7117296222664016
GSE115469	HNRNPA2B1	Hepatocyte 2	909	0.9961359455312702	0.6941694169416942
GSE115469	HNRNPA2B1	Hepatocyte 3	629	0.7603574584701671	0.30842607313195547
GSE115469	HNRNPA2B1	Hepatocyte 4	603	1.124338863105521	0.4975124378109453
GSE115469	HNRNPA2B1	Hepatocyte 5	202	0.9819432533908599	0.7772277227722773
GSE115469	HNRNPA2B1	Hepatocyte 6	152	1.4504694001455056	0.42105263157894735
GSE115469	HNRNPA2B1	Inflammatory Macrophage	813	0.9250912827429296	0.5658056580565806
GSE115469	HNRNPA2B1	Mature B Cells	129	0.92316623551901	0.4496124031007752
GSE115469	HNRNPA2B1	NK-like Cells	488	1.1182697204048517	0.6434426229508197
GSE115469	HNRNPA2B1	Non-inflammatory Macrophage	379	0.947609787880588	0.5989445910290238
GSE115469	HNRNPA2B1	Periportal LSECs	327	0.750802214812795	0.6238532110091743
GSE115469	HNRNPA2B1	Plasma Cells	511	1.2048500228359742	0.6340508806262231
GSE115469	HNRNPA2B1	Portal endothelial Cells	211	0.6563207296681065	0.5497630331753555
GSE115469	HNRNPA2B1	alpha-beta T Cells	961	1.1565491886466401	0.6056191467221644
GSE115469	HNRNPA2B1	gamma-delta T Cells 1	464	1.3752919336588219	0.6271551724137931
GSE115469	HNRNPA2B1	gamma-delta T Cells 2	105	1.6777249330566042	0.9428571428571428
GSE115469	IGFBP3	Central venous LSECs	306	0.3461085203913302	0.26143790849673204
GSE115469	IGFBP3	Cholangiocytes	119	0.036179563077557986	0.05042016806722689
GSE115469	IGFBP3	Erythroid Cells	93	0.052761558563478535	0.021505376344086023
GSE115469	IGFBP3	Hepatic Stellate Cells	37	0.9916749399256062	0.5135135135135135
GSE115469	IGFBP3	Hepatocyte 1	1006	0.0009046116358717203	0.0009940357852882703
GSE115469	IGFBP3	Hepatocyte 2	909	0.003235822725873051	0.0022002200220022
GSE115469	IGFBP3	Hepatocyte 3	629	0.022642231897254058	0.009538950715421303
GSE115469	IGFBP3	Hepatocyte 4	603	0.005563207724398839	0.001658374792703151
GSE115469	IGFBP3	Hepatocyte 5	202	0.024504108299123178	0.039603960396039604
GSE115469	IGFBP3	Hepatocyte 6	152	0.0	0.0
GSE115469	IGFBP3	Inflammatory Macrophage	813	0.02100744355941904	0.020910209102091022
GSE115469	IGFBP3	Mature B Cells	129	0.00746293446814367	0.007751937984496124
GSE115469	IGFBP3	NK-like Cells	488	0.023511374827291143	0.01639344262295082
GSE115469	IGFBP3	Non-inflammatory Macrophage	379	0.02552601341207298	0.018469656992084433
GSE115469	IGFBP3	Periportal LSECs	327	0.33420262319414623	0.3058103975535168
GSE115469	IGFBP3	Plasma Cells	511	0.025402994800920356	0.019569471624266144
GSE115469	IGFBP3	Portal endothelial Cells	211	0.31038544069251744	0.3222748815165877
GSE115469	IGFBP3	alpha-beta T Cells	961	0.025346663659370654	0.019771071800208116
GSE115469	IGFBP3	gamma-delta T Cells 1	464	0.015222481484043187	0.008620689655172414
GSE115469	IGFBP3	gamma-delta T Cells 2	105	0.0040342691398802255	0.009523809523809525
GSE115469	PON3	Central venous LSECs	306	0.029824893751175575	0.02287581699346405
GSE115469	PON3	Cholangiocytes	119	0.082812648172639	0.14285714285714285
GSE115469	PON3	Erythroid Cells	93	0.12991651924707556	0.03225806451612903
GSE115469	PON3	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	PON3	Hepatocyte 1	1006	1.7165351375848588	0.8578528827037774
GSE115469	PON3	Hepatocyte 2	909	0.6190468079120544	0.49724972497249725
GSE115469	PON3	Hepatocyte 3	629	0.8506036454808731	0.3465818759936407
GSE115469	PON3	Hepatocyte 4	603	1.0620183690665768	0.4892205638474295
GSE115469	PON3	Hepatocyte 5	202	1.1414527980112794	0.7722772277227723
GSE115469	PON3	Hepatocyte 6	152	1.4890292984874625	0.39473684210526316
GSE115469	PON3	Inflammatory Macrophage	813	0.03565317055102791	0.02214022140221402
GSE115469	PON3	Mature B Cells	129	0.03897729954978292	0.015503875968992248
GSE115469	PON3	NK-like Cells	488	0.046973509988823874	0.03483606557377049
GSE115469	PON3	Non-inflammatory Macrophage	379	0.018278955784196273	0.013192612137203167
GSE115469	PON3	Periportal LSECs	327	0.04842454596032426	0.05198776758409786
GSE115469	PON3	Plasma Cells	511	0.014101959896180962	0.009784735812133072
GSE115469	PON3	Portal endothelial Cells	211	0.027653874237955463	0.04739336492890995
GSE115469	PON3	alpha-beta T Cells	961	0.03148797352901979	0.019771071800208116
GSE115469	PON3	gamma-delta T Cells 1	464	0.0590058384013587	0.028017241379310345
GSE115469	PON3	gamma-delta T Cells 2	105	0.0033096012615022206	0.009523809523809525
GSE115469	ASNS	Central venous LSECs	306	0.011407736859290429	0.00980392156862745
GSE115469	ASNS	Cholangiocytes	119	0.028434250910742944	0.03361344537815126
GSE115469	ASNS	Erythroid Cells	93	0.1855773022097926	0.06451612903225806
GSE115469	ASNS	Hepatic Stellate Cells	37	0.009815846746032303	0.02702702702702703
GSE115469	ASNS	Hepatocyte 1	1006	0.0031918629144816464	0.002982107355864811
GSE115469	ASNS	Hepatocyte 2	909	0.0	0.0
GSE115469	ASNS	Hepatocyte 3	629	0.0030274046244416594	0.001589825119236884
GSE115469	ASNS	Hepatocyte 4	603	0.013439828879006861	0.006633499170812604
GSE115469	ASNS	Hepatocyte 5	202	0.007379957649967458	0.019801980198019802
GSE115469	ASNS	Hepatocyte 6	152	0.0058326940787465946	0.006578947368421052
GSE115469	ASNS	Inflammatory Macrophage	813	0.0026142015081783354	0.004920049200492005
GSE115469	ASNS	Mature B Cells	129	0.017699974451878275	0.015503875968992248
GSE115469	ASNS	NK-like Cells	488	0.006622072370325933	0.00819672131147541
GSE115469	ASNS	Non-inflammatory Macrophage	379	0.001462787940193921	0.002638522427440633
GSE115469	ASNS	Periportal LSECs	327	0.007837880642042248	0.012232415902140673
GSE115469	ASNS	Plasma Cells	511	0.12241510414097408	0.11154598825831702
GSE115469	ASNS	Portal endothelial Cells	211	0.020536952815349632	0.02843601895734597
GSE115469	ASNS	alpha-beta T Cells	961	0.02975432213461734	0.019771071800208116
GSE115469	ASNS	gamma-delta T Cells 1	464	0.03840450068999981	0.01939655172413793
GSE115469	ASNS	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	F9	Central venous LSECs	306	0.057595213059506385	0.042483660130718956
GSE115469	F9	Cholangiocytes	119	0.02886646960963722	0.05042016806722689
GSE115469	F9	Erythroid Cells	93	0.14917791690877688	0.06451612903225806
GSE115469	F9	Hepatic Stellate Cells	37	0.0536431782954448	0.05405405405405406
GSE115469	F9	Hepatocyte 1	1006	1.2306428473465012	0.7485089463220675
GSE115469	F9	Hepatocyte 2	909	1.3641289665032796	0.8074807480748075
GSE115469	F9	Hepatocyte 3	629	1.70683786211408	0.6104928457869634
GSE115469	F9	Hepatocyte 4	603	1.8690211021682714	0.7097844112769486
GSE115469	F9	Hepatocyte 5	202	1.6042138611031052	0.900990099009901
GSE115469	F9	Hepatocyte 6	152	0.885057909708274	0.23684210526315788
GSE115469	F9	Inflammatory Macrophage	813	0.05236618765165885	0.033210332103321034
GSE115469	F9	Mature B Cells	129	0.06391363458115926	0.03875968992248062
GSE115469	F9	NK-like Cells	488	0.04363019495713906	0.03278688524590164
GSE115469	F9	Non-inflammatory Macrophage	379	0.12615119490900267	0.06068601583113457
GSE115469	F9	Periportal LSECs	327	0.06350790497359879	0.07033639143730887
GSE115469	F9	Plasma Cells	511	0.16390094305379516	0.10371819960861056
GSE115469	F9	Portal endothelial Cells	211	0.07137931240678398	0.07109004739336493
GSE115469	F9	alpha-beta T Cells	961	0.024490219373236585	0.013527575442247659
GSE115469	F9	gamma-delta T Cells 1	464	0.11308339071171038	0.05603448275862069
GSE115469	F9	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	BGN	Central venous LSECs	306	0.14977664466387305	0.13071895424836602
GSE115469	BGN	Cholangiocytes	119	0.009185270601961793	0.01680672268907563
GSE115469	BGN	Erythroid Cells	93	0.02517189550143416	0.021505376344086023
GSE115469	BGN	Hepatic Stellate Cells	37	1.829546024670472	0.918918918918919
GSE115469	BGN	Hepatocyte 1	1006	0.0006669385888230493	0.0009940357852882703
GSE115469	BGN	Hepatocyte 2	909	0.0029605993605551807	0.0033003300330033004
GSE115469	BGN	Hepatocyte 3	629	0.002105148683860306	0.001589825119236884
GSE115469	BGN	Hepatocyte 4	603	0.007009214429713007	0.003316749585406302
GSE115469	BGN	Hepatocyte 5	202	0.02580554134184771	0.034653465346534656
GSE115469	BGN	Hepatocyte 6	152	0.025780522509625082	0.006578947368421052
GSE115469	BGN	Inflammatory Macrophage	813	0.01644990900199205	0.013530135301353014
GSE115469	BGN	Mature B Cells	129	0.02055917137352995	0.015503875968992248
GSE115469	BGN	NK-like Cells	488	0.02354500186247904	0.018442622950819672
GSE115469	BGN	Non-inflammatory Macrophage	379	0.002425574454279877	0.005277044854881266
GSE115469	BGN	Periportal LSECs	327	0.5093369958779863	0.44648318042813456
GSE115469	BGN	Plasma Cells	511	0.019649652031536437	0.0136986301369863
GSE115469	BGN	Portal endothelial Cells	211	0.06585394335089702	0.11374407582938388
GSE115469	BGN	alpha-beta T Cells	961	0.021864494101438016	0.009365244536940686
GSE115469	BGN	gamma-delta T Cells 1	464	0.011249139134226174	0.008620689655172414
GSE115469	BGN	gamma-delta T Cells 2	105	0.0014728401388440814	0.009523809523809525
GSE115469	CTSB	Central venous LSECs	306	0.7769973219122762	0.5718954248366013
GSE115469	CTSB	Cholangiocytes	119	0.40621853162761495	0.5126050420168067
GSE115469	CTSB	Erythroid Cells	93	1.508947588423247	0.3870967741935484
GSE115469	CTSB	Hepatic Stellate Cells	37	0.22035603466871623	0.2972972972972973
GSE115469	CTSB	Hepatocyte 1	1006	0.6217692228067466	0.49403578528827036
GSE115469	CTSB	Hepatocyte 2	909	0.7017786707093876	0.5621562156215621
GSE115469	CTSB	Hepatocyte 3	629	0.71260178202855	0.29093799682034976
GSE115469	CTSB	Hepatocyte 4	603	0.748397340525442	0.36981757877280264
GSE115469	CTSB	Hepatocyte 5	202	0.5872499568037467	0.599009900990099
GSE115469	CTSB	Hepatocyte 6	152	0.45551730339464386	0.14473684210526316
GSE115469	CTSB	Inflammatory Macrophage	813	1.871119631795719	0.7933579335793358
GSE115469	CTSB	Mature B Cells	129	0.18663730847743132	0.10852713178294573
GSE115469	CTSB	NK-like Cells	488	0.07948172165722144	0.06557377049180328
GSE115469	CTSB	Non-inflammatory Macrophage	379	3.647488725216848	0.9736147757255936
GSE115469	CTSB	Periportal LSECs	327	0.4171692590465604	0.43425076452599387
GSE115469	CTSB	Plasma Cells	511	0.28068858237824096	0.20939334637964774
GSE115469	CTSB	Portal endothelial Cells	211	0.30084663226988645	0.2985781990521327
GSE115469	CTSB	alpha-beta T Cells	961	0.12055431090830268	0.08740894901144641
GSE115469	CTSB	gamma-delta T Cells 1	464	0.10706446409739297	0.05603448275862069
GSE115469	CTSB	gamma-delta T Cells 2	105	0.2507279451404299	0.4
GSE115469	AMBP	Central venous LSECs	306	0.5073598956847503	0.3202614379084967
GSE115469	AMBP	Cholangiocytes	119	2.5784543286852477	0.9831932773109243
GSE115469	AMBP	Erythroid Cells	93	2.6838914896211317	0.5591397849462365
GSE115469	AMBP	Hepatic Stellate Cells	37	0.6087716737309018	0.5405405405405406
GSE115469	AMBP	Hepatocyte 1	1006	5.713070285249183	0.9990059642147118
GSE115469	AMBP	Hepatocyte 2	909	4.055771983496033	0.9988998899889989
GSE115469	AMBP	Hepatocyte 3	629	5.233379084658357	0.9984101748807631
GSE115469	AMBP	Hepatocyte 4	603	6.0714195901481665	0.9983416252072969
GSE115469	AMBP	Hepatocyte 5	202	5.559015416862941	1.0
GSE115469	AMBP	Hepatocyte 6	152	5.978919443331267	0.9605263157894737
GSE115469	AMBP	Inflammatory Macrophage	813	0.6925249530453816	0.36531365313653136
GSE115469	AMBP	Mature B Cells	129	0.8136296253795772	0.3953488372093023
GSE115469	AMBP	NK-like Cells	488	0.6795837220842721	0.39959016393442626
GSE115469	AMBP	Non-inflammatory Macrophage	379	0.7103883992084412	0.44327176781002636
GSE115469	AMBP	Periportal LSECs	327	0.5344277922895706	0.45871559633027525
GSE115469	AMBP	Plasma Cells	511	0.6358352192475255	0.37573385518590996
GSE115469	AMBP	Portal endothelial Cells	211	0.6301569203488635	0.5023696682464455
GSE115469	AMBP	alpha-beta T Cells	961	0.6478435849299912	0.3465140478668054
GSE115469	AMBP	gamma-delta T Cells 1	464	0.8074815365774878	0.38146551724137934
GSE115469	AMBP	gamma-delta T Cells 2	105	0.392471231449218	0.5333333333333333
GSE115469	C5	Central venous LSECs	306	0.01271648539437188	0.016339869281045753
GSE115469	C5	Cholangiocytes	119	0.11671194171204287	0.18487394957983194
GSE115469	C5	Erythroid Cells	93	0.07854051615602227	0.043010752688172046
GSE115469	C5	Hepatic Stellate Cells	37	0.05963828434815278	0.05405405405405406
GSE115469	C5	Hepatocyte 1	1006	1.2534535876503048	0.7763419483101391
GSE115469	C5	Hepatocyte 2	909	1.2747562779779613	0.7964796479647965
GSE115469	C5	Hepatocyte 3	629	1.3582329588967401	0.49920508744038156
GSE115469	C5	Hepatocyte 4	603	1.502308651384825	0.6285240464344942
GSE115469	C5	Hepatocyte 5	202	1.6930510180421394	0.900990099009901
GSE115469	C5	Hepatocyte 6	152	0.3718652282106249	0.1118421052631579
GSE115469	C5	Inflammatory Macrophage	813	0.08185788436459439	0.055350553505535055
GSE115469	C5	Mature B Cells	129	0.006739961546520854	0.015503875968992248
GSE115469	C5	NK-like Cells	488	0.021712966629716217	0.01639344262295082
GSE115469	C5	Non-inflammatory Macrophage	379	0.05818426184415188	0.0316622691292876
GSE115469	C5	Periportal LSECs	327	0.02211300012533089	0.027522935779816515
GSE115469	C5	Plasma Cells	511	0.06944669022018896	0.03522504892367906
GSE115469	C5	Portal endothelial Cells	211	0.024965832866198644	0.037914691943127965
GSE115469	C5	alpha-beta T Cells	961	0.03961646352176488	0.02497398543184183
GSE115469	C5	gamma-delta T Cells 1	464	0.03678843610245606	0.021551724137931036
GSE115469	C5	gamma-delta T Cells 2	105	0.004359630743662516	0.009523809523809525
GSE115469	RXRA	Central venous LSECs	306	0.2700754648524951	0.24509803921568626
GSE115469	RXRA	Cholangiocytes	119	0.17304530238904872	0.2773109243697479
GSE115469	RXRA	Erythroid Cells	93	0.26183259391015573	0.10752688172043011
GSE115469	RXRA	Hepatic Stellate Cells	37	0.11737186965104696	0.1891891891891892
GSE115469	RXRA	Hepatocyte 1	1006	0.6006135702962667	0.48807157057654077
GSE115469	RXRA	Hepatocyte 2	909	0.6348409794672619	0.517051705170517
GSE115469	RXRA	Hepatocyte 3	629	0.6869298792984603	0.27503974562798095
GSE115469	RXRA	Hepatocyte 4	603	0.6815502156270282	0.34991708126036486
GSE115469	RXRA	Hepatocyte 5	202	0.5121537274358297	0.5891089108910891
GSE115469	RXRA	Hepatocyte 6	152	0.3300769403576851	0.10526315789473684
GSE115469	RXRA	Inflammatory Macrophage	813	0.3303387588368864	0.25584255842558423
GSE115469	RXRA	Mature B Cells	129	0.020277769066566646	0.015503875968992248
GSE115469	RXRA	NK-like Cells	488	0.08817739210656432	0.05942622950819672
GSE115469	RXRA	Non-inflammatory Macrophage	379	0.46863276906567075	0.38786279683377306
GSE115469	RXRA	Periportal LSECs	327	0.14233788929948019	0.1834862385321101
GSE115469	RXRA	Plasma Cells	511	0.056578276383666845	0.05283757338551859
GSE115469	RXRA	Portal endothelial Cells	211	0.21047735277792853	0.27488151658767773
GSE115469	RXRA	alpha-beta T Cells	961	0.05108431970911889	0.03225806451612903
GSE115469	RXRA	gamma-delta T Cells 1	464	0.08836036483789313	0.04525862068965517
GSE115469	RXRA	gamma-delta T Cells 2	105	0.05439623509134565	0.0761904761904762
GSE115469	CTSD	Central venous LSECs	306	2.3093872693629045	0.9248366013071896
GSE115469	CTSD	Cholangiocytes	119	0.7185856698691344	0.6974789915966386
GSE115469	CTSD	Erythroid Cells	93	0.9768004942965763	0.26881720430107525
GSE115469	CTSD	Hepatic Stellate Cells	37	0.7753209064941149	0.7027027027027027
GSE115469	CTSD	Hepatocyte 1	1006	1.0793749679391	0.705765407554672
GSE115469	CTSD	Hepatocyte 2	909	1.1305829625580832	0.7568756875687569
GSE115469	CTSD	Hepatocyte 3	629	2.9104821565420336	0.8600953895071543
GSE115469	CTSD	Hepatocyte 4	603	1.9074354345723368	0.7429519071310116
GSE115469	CTSD	Hepatocyte 5	202	1.7779454875110399	0.8910891089108911
GSE115469	CTSD	Hepatocyte 6	152	0.5928031374749384	0.18421052631578946
GSE115469	CTSD	Inflammatory Macrophage	813	1.7406150019770033	0.7613776137761378
GSE115469	CTSD	Mature B Cells	129	0.19156575341557347	0.10077519379844961
GSE115469	CTSD	NK-like Cells	488	0.9264341462098185	0.5635245901639344
GSE115469	CTSD	Non-inflammatory Macrophage	379	2.5204894413734173	0.8944591029023746
GSE115469	CTSD	Periportal LSECs	327	0.5505499355381053	0.4525993883792049
GSE115469	CTSD	Plasma Cells	511	0.7053719234093294	0.436399217221135
GSE115469	CTSD	Portal endothelial Cells	211	0.8157197859897433	0.5545023696682464
GSE115469	CTSD	alpha-beta T Cells	961	0.49706046920537206	0.3184183142559833
GSE115469	CTSD	gamma-delta T Cells 1	464	0.8465357737551475	0.4051724137931034
GSE115469	CTSD	gamma-delta T Cells 2	105	0.5153646212248575	0.6476190476190476
GSE115469	RPS13	Central venous LSECs	306	2.4226375946811602	0.9379084967320261
GSE115469	RPS13	Cholangiocytes	119	2.394719443902248	0.9831932773109243
